"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.760085612E0,6.781857491E0,-7.926225066E-1,1.082154083E1,1.279560813E1
2.762161722E0,6.777669907E0,-7.734799385E-1,1.086461163E1,1.282867360E1
2.764244660E0,6.787839413E0,-7.399803996E-1,1.091665554E1,1.287616803E1
2.766308157E0,6.793223381E0,-7.256234884E-1,1.094536877E1,1.290253893E1
2.768381571E0,6.812366009E0,-7.064808607E-1,1.097827053E1,1.293946945E1
2.770452993E0,6.841678143E0,-7.064808607E-1,1.102134132E1,1.299144486E1
2.772529786E0,6.842276573E0,-6.873382926E-1,1.104945660E1,1.301459464E1
2.774601950E0,6.851847649E0,-6.975077987E-1,1.108295631E1,1.304861119E1
2.776666524E0,6.881159782E0,-6.879364848E-1,1.112542915E1,1.309957215E1
2.778739878E0,6.872186661E0,-6.927221417E-1,1.116849995E1,1.313172512E1
2.780816620E0,6.881757736E0,-7.022934556E-1,1.118285656E1,1.314945195E1
2.782904552E0,6.877570629E0,-7.166503668E-1,1.123071289E1,1.318876331E1
2.784977997E0,6.877570629E0,-7.357929349E-1,1.125464153E1,1.321019777E1
2.787052339E0,6.882954121E0,-7.740781307E-1,1.128335476E1,1.323965064E1
2.789123627E0,6.878168583E0,-7.932206988E-1,1.130728340E1,1.325869752E1
2.791198385E0,6.864409924E0,-8.171489239E-1,1.133659554E1,1.327803654E1
2.793273367E0,6.854838848E0,-8.368897438E-1,1.136052418E1,1.329476249E1
2.795346681E0,6.826124668E0,-8.416753411E-1,1.138445187E1,1.330075711E1
2.797418845E0,6.817151546E0,-8.703892231E-1,1.139402294E1,1.330619748E1
2.799483318E0,6.816553593E0,-8.799605370E-1,1.138504982E1,1.329883803E1
2.801559012E0,6.787839413E0,-9.230313301E-1,1.137069321E1,1.327476609E1
2.803643474E0,6.758527756E0,-9.613165259E-1,1.134257793E1,1.323842517E1
2.805720023E0,6.739385128E0,-9.990034699E-1,1.130489063E1,1.319916179E1
2.807795076E0,6.681957245E0,-1.018146038E0,1.130548859E1,1.317191126E1
2.809868236E0,6.623931408E0,-1.032503009E0,1.128694439E1,1.312774327E1
2.811940523E0,6.571289062E0,-1.070788145E0,1.126361465E1,1.308424405E1
2.814014955E0,6.527620316E0,-1.066002488E0,1.124507046E1,1.304598781E1
2.816089428E0,6.479763508E0,-1.080359459E0,1.122173977E1,1.300315174E1
2.818163087E0,6.436094761E0,-1.080359459E0,1.118824005E1,1.295249813E1
2.820237388E0,6.393023968E0,-1.099501967E0,1.117448139E1,1.292086276E1
2.822311322E0,6.339783669E0,-1.128215909E0,1.115115166E1,1.287687506E1
2.824386111E0,6.291927338E0,-1.147358418E0,1.114696407E1,1.285144307E1
2.826460340E0,6.257829189E0,-1.156929731E0,1.110449123E1,1.279877487E1
2.828531241E0,6.200401783E0,-1.176072359E0,1.110987568E1,1.277722451E1
2.830608837E0,6.161518097E0,-1.175474167E0,1.106680489E1,1.272085749E1
2.832683524E0,6.094519138E0,-1.175474167E0,1.102493000E1,1.265203480E1
2.834755109E0,6.055037498E0,-1.185045362E0,1.095374393E1,1.257188601E1
2.836820213E0,6.016154289E0,-1.204187989E0,1.090588760E1,1.251329555E1
2.838902070E0,5.962913990E0,-1.223330617E0,1.085862923E1,1.244840189E1
2.840980185E0,5.934200287E0,-1.237687469E0,1.084487057E1,1.242408230E1
2.843057466E0,5.866602898E0,-1.261017561E0,1.081675434E1,1.236969560E1
2.845129011E0,5.833103180E0,-1.304088354E0,1.079821014E1,1.234208578E1
2.847202721E0,5.803791523E0,-1.332802176E0,1.075573826E1,1.229415565E1
2.849277529E0,5.779862881E0,-1.356730461E0,1.075095177E1,1.228130679E1
2.851350883E0,5.745765209E0,-1.385444283E0,1.072283649E1,1.224387586E1
2.853425061E0,5.726024628E0,-1.433300734E0,1.066600704E1,1.219038208E1
2.855498965E0,5.701498032E0,-1.438086390E0,1.062353420E1,1.214226714E1
2.857573856E0,5.662614822E0,-1.471585870E0,1.056191921E1,1.207414217E1
2.859648908E0,5.619544029E0,-1.490728498E0,1.053799057E1,1.203539745E1
2.861722059E0,5.580660820E0,-1.470987678E0,1.050508976E1,1.198601230E1
2.863796420E0,5.546562672E0,-1.470987678E0,1.047218800E1,1.194130996E1
2.865871290E0,5.508277893E0,-1.437488198E0,1.044826031E1,1.189847222E1
2.867944746E0,5.478965759E0,-1.413560033E0,1.039143085E1,1.183211955E1
2.870018964E0,5.469394207E0,-1.394417405E0,1.036750221E1,1.180439643E1
2.872092918E0,5.440680504E0,-1.341775298E0,1.036271667E1,1.178080057E1
2.874167870E0,5.407180786E0,-1.303490162E0,1.036271667E1,1.176106235E1
2.876243686E0,5.387440205E0,-1.260419369E0,1.034836006E1,1.173463783E1
2.878315941E0,5.363512039E0,-1.202393413E0,1.032443142E1,1.169644798E1
2.880390424E0,5.330012321E0,-1.140179992E0,1.031486034E1,1.166642129E1
2.882464887E0,5.301298618E0,-1.101894855E0,1.032502937E1,1.165865219E1
2.884538588E0,5.271986485E0,-1.049252748E0,1.026760197E1,1.158958252E1
2.886612848E0,5.228915691E0,-1.001396298E0,1.023410225E1,1.153608264E1
2.888686801E0,5.199603558E0,-9.487541914E-1,1.020598698E1,1.149339731E1
2.890761498E0,5.146961689E0,-8.859425783E-1,1.018205833E1,1.144335706E1
2.892836511E0,5.127220631E0,-8.285148144E-1,1.012941647E1,1.138331701E1
2.894909784E0,5.107480049E0,-7.567301393E-1,1.009113121E1,1.133533952E1
2.896979852E0,5.087738991E0,-7.136593461E-1,1.002891827E1,1.126825627E1
2.899040408E0,5.092525005E0,-6.514459848E-1,9.981060982E0,1.122407106E1
2.901132429E0,5.053043365E0,-6.173482537E-1,9.914660454E0,1.114517196E1
2.903206628E0,5.029115200E0,-5.886343718E-1,9.876375198E0,1.109870610E1
2.905285323E0,5.019543648E0,-5.599204898E-1,9.876375198E0,1.109288585E1
2.907359501E0,5.009972572E0,-5.312066078E-1,9.857233047E0,1.107009706E1
2.909438113E0,4.995615482E0,-4.929214716E-1,9.862018585E0,1.106609941E1
2.911516726E0,4.980660439E0,-4.737788737E-1,9.838089943E0,1.103718526E1
2.913578190E0,4.976472855E0,-4.307080805E-1,9.847661972E0,1.104206674E1
2.915650364E0,4.971088886E0,-3.828516304E-1,9.818947792E0,1.101226752E1
2.917715652E0,4.975276470E0,-3.541377485E-1,9.775876999E0,1.097481483E1
2.919800439E0,4.965705395E0,-3.152543902E-1,9.728020668E0,1.092666470E1
2.921874587E0,4.945964336E0,-2.961117923E-1,9.689735413E0,1.088307024E1
2.923952142E0,4.940580368E0,-2.769692242E-1,9.641879082E0,1.083752179E1
2.926024276E0,4.939982414E0,-2.530409992E-1,9.598808289E0,1.079835990E1
2.928097426E0,4.925625324E0,-2.147558331E-1,9.565308571E0,1.076118176E1
2.930171879E0,4.901099205E0,-1.956132501E-1,9.532406807E0,1.072034596E1
2.932246637E0,4.905884743E0,-1.567298770E-1,9.503693581E0,1.069637607E1
2.934318028E0,4.895715237E0,-1.184447184E-1,9.455837250E0,1.064870485E1
2.936386306E0,4.900500774E0,-8.015955985E-2,9.445667267E0,1.064152073E1
2.938468429E0,4.904688358E0,-5.144568533E-2,9.397810936E0,1.060082379E1
2.940543370E0,4.904688358E0,-8.374879137E-3,9.383454323E0,1.058797682E1
2.942621200E0,4.928018093E0,2.512463741E-2,9.349954605E0,1.056918373E1
2.944691360E0,4.932804108E0,4.905286431E-2,9.330213547E0,1.055404412E1
2.946765792E0,4.932804108E0,1.016949639E-1,9.320642471E0,1.054596009E1
2.948840306E0,4.956133842E0,1.501496136E-1,9.282357216E0,1.052368581E1
2.950913955E0,4.947160721E0,2.075773627E-1,9.300901413E0,1.053680476E1
2.952984908E0,4.947160721E0,2.697907388E-1,9.296115875E0,1.053399054E1
2.955048629E0,4.932804108E0,3.367897868E-1,9.329615593E0,1.055877412E1
2.957137009E0,4.909473896E0,4.277170599E-1,9.329017639E0,1.055066092E1
2.959211960E0,4.880760193E0,5.234299302E-1,9.324232101E0,1.053741445E1
2.961285995E0,4.842474937E0,6.334998012E-1,9.309874535E0,1.051307041E1
2.963349371E0,4.794020176E0,6.957131624E-1,9.248259544E0,1.044016048E1
2.965434494E0,4.773681164E0,7.633104324E-1,9.181260109E0,1.037623303E1
2.967507879E0,4.740181446E0,8.446664214E-1,9.142974854E0,1.033328460E1
2.969584701E0,4.735395908E0,9.164510965E-1,9.119047165E0,1.031604955E1
2.971653742E0,4.734199524E0,9.355936646E-1,9.037691116E0,1.024538146E1
2.973721696E0,4.747360229E0,9.361918569E-1,8.908478737E0,1.013779452E1
2.975805924E0,4.760520458E0,9.505487680E-1,8.817551613E0,1.006555088E1
2.977879065E0,4.745565414E0,9.888339639E-1,8.755936623E0,1.000822711E1
2.979955856E0,4.711467743E0,1.066002488E0,8.693722725E0,9.945607292E0
2.982026902E0,4.667798996E0,1.123430252E0,8.645866394E0,9.889461497E0
2.984096319E0,4.619344234E0,1.200000525E0,8.589036942E0,9.825980765E0
2.986176072E0,4.614558697E0,1.252642632E0,8.583653450E0,9.825597797E0
2.988249923E0,4.628317356E0,1.290927768E0,8.502297401E0,9.766108598E0
2.990326055E0,4.636692047E0,1.305882931E0,8.416155815E0,9.697212077E0
2.992399654E0,4.640281200E0,1.334596872E0,8.306683540E0,9.608035693E0
2.994470109E0,4.630111694E0,1.358525038E0,8.239685059E0,9.548609032E0
2.996536129E0,4.628915310E0,1.426122308E0,8.124829292E0,9.459045026E0
2.998619665E0,4.632504463E0,1.483550072E0,8.009973526E0,9.371269621E0
3.000685614E0,4.641477585E0,1.564906001E0,7.962117195E0,9.348131107E0
3.002772701E0,4.602594376E0,1.632503271E0,7.885547161E0,9.275278753E0
3.004841233E0,4.601995945E0,1.685145378E0,7.808976650E0,9.219446727E0
3.006910986E0,4.591228485E0,1.737787485E0,7.746763229E0,9.171239005E0
3.008994879E0,4.590630054E0,1.776670814E0,7.679764271E0,9.121908941E0
3.011066748E0,4.604987144E0,1.829312921E0,7.636693478E0,9.103371883E0
3.013143866E0,4.599603176E0,1.867598057E0,7.622336388E0,9.096388508E0
3.015215664E0,4.613960266E0,1.915454507E0,7.597810268E0,9.093091673E0
3.017289497E0,4.642673969E0,1.939382792E0,7.607381344E0,9.120738901E0
3.019363695E0,4.657629490E0,1.968096614E0,7.635497093E0,9.157932769E0
3.021435126E0,4.663012981E0,1.992024899E0,7.673782349E0,9.197759988E0
3.023499793E0,4.673182487E0,2.000998020E0,7.730611801E0,9.252296280E0
3.025577074E0,4.673182487E0,2.011167526E0,7.725826263E0,9.250503815E0
3.027661730E0,4.682754040E0,2.020140409E0,7.754539967E0,9.281273768E0
3.029741503E0,4.668995380E0,2.024926186E0,7.797610760E0,9.311421883E0
3.031812426E0,4.669593334E0,2.029711723E0,7.831110477E0,9.340830953E0
3.033883328E0,4.650450706E0,2.034497499E0,7.831110477E0,9.332318209E0
3.035956580E0,4.611567497E0,2.044068813E0,7.788637638E0,9.279420691E0
3.038031206E0,4.597210407E0,2.063211441E0,7.807780266E0,9.292610917E0
3.040104754E0,4.568496704E0,2.072782516E0,7.788637638E0,9.264473312E0
3.042181414E0,4.534996986E0,2.087139606E0,7.794021606E0,9.255761568E0
3.044254433E0,4.500899315E0,2.111665964E0,7.746165276E0,9.204363327E0
3.046329323E0,4.467400074E0,2.130808592E0,7.732406139E0,9.180855809E0
3.048401648E0,4.433301926E0,2.145165443E0,7.698906898E0,9.139423843E0
3.050469022E0,4.399802685E0,2.164308071E0,7.661220074E0,9.095976369E0
3.052551592E0,4.394418716E0,2.178664923E0,7.618149281E0,9.060557111E0
3.054625404E0,4.384249210E0,2.178664923E0,7.575078487E0,9.019425485E0
3.056701373E0,4.364508629E0,2.169692039E0,7.532605648E0,8.971992363E0
3.058771959E0,4.353740692E0,2.174477577E0,7.432106972E0,8.883671808E0
3.060846769E0,4.353142738E0,2.188834429E0,7.341778278E0,8.811501356E0
3.062916471E0,4.343571186E0,2.260619164E0,7.326822758E0,8.812453766E0
3.064998391E0,4.348356724E0,2.298904419E0,7.331608772E0,8.828683646E0
3.067071023E0,4.353142738E0,2.370688915E0,7.335795879E0,8.853469310E0
3.069146888E0,4.392025948E0,2.404188633E0,7.364510059E0,8.905392935E0
3.071221819E0,4.406383038E0,2.461616278E0,7.383054256E0,8.943447676E0
3.073304421E0,4.401597023E0,2.514258385E0,7.387241840E0,8.959179292E0
3.075370074E0,4.406383038E0,2.566900492E0,7.363313675E0,8.956761573E0
3.077442279E0,4.415954113E0,2.600998163E0,7.348956585E0,8.959520359E0
3.079514178E0,4.420141697E0,2.624926329E0,7.281957626E0,8.913742072E0
3.081591174E0,4.443471432E0,2.672782898E0,7.243073940E0,8.907880045E0
3.083664915E0,4.442873478E0,2.691925526E0,7.176673412E0,8.859471149E0
3.085739267E0,4.436891556E0,2.715853691E0,7.085746288E0,8.790316741E0
3.087813129E0,4.454837322E0,2.740380049E0,6.990033150E0,8.730167342E0
3.089888039E0,4.430311203E0,2.745165825E0,6.908677101E0,8.654097992E0
3.091962746E0,4.429114819E0,2.769093990E0,6.827919483E0,8.596826395E0
3.094032205E0,4.433900356E0,2.778665304E0,6.789634228E0,8.572023459E0
3.096095162E0,4.438087940E0,2.764906645E0,6.756134510E0,8.543224616E0
3.098185331E0,4.428516388E0,2.745764017E0,6.751348972E0,8.528287658E0
3.100256142E0,4.414159775E0,2.726621389E0,6.746563435E0,8.510898243E0
3.102326282E0,4.399802685E0,2.731407166E0,6.775875568E0,8.528267027E0
3.104406920E0,4.366302967E0,2.736192703E0,6.785446644E0,8.520190037E0
3.106481628E0,4.334000111E0,2.793022156E0,6.857231617E0,8.579402961E0
3.108559487E0,4.296911240E0,2.836092949E0,6.962515831E0,8.659301133E0
3.110630024E0,4.269393921E0,2.888735056E0,7.043273449E0,8.728127838E0
3.112704406E0,4.217350006E0,2.907877684E0,7.144370079E0,8.791121517E0
3.114779123E0,4.179663181E0,2.912065268E0,7.187440872E0,8.809597875E0
3.116849975E0,4.142574310E0,2.888136864E0,7.268796921E0,8.850856746E0
3.118916289E0,4.114458561E0,2.864208698E0,7.326822758E0,8.877769564E0
3.121000822E0,4.066602230E0,2.816352367E0,7.356134892E0,8.864638453E0
3.123075540E0,4.023531437E0,2.763710260E0,7.375277519E0,8.844298622E0
3.125153187E0,3.961916208E0,2.744567633E0,7.404589653E0,8.835008741E0
3.127226349E0,3.904488325E0,2.725425005E0,7.443472862E0,8.836190287E0
3.129308389E0,3.861417532E0,2.706282377E0,7.448856831E0,8.815893474E0
3.131370391E0,3.804588079E0,2.706282377E0,7.487740040E0,8.824120674E0
3.133435923E0,3.761517286E0,2.682354212E0,7.459026337E0,8.773887981E0
3.135518168E0,3.731606960E0,2.667997360E0,7.402196884E0,8.708364894E0
3.137594380E0,3.697509289E0,2.644068956E0,7.350152969E0,8.642188627E0
3.139671101E0,3.673580885E0,2.624926329E0,7.322037220E0,8.602189477E0
3.141745655E0,3.644268990E0,2.572284460E0,7.265207767E0,8.525291063E0
3.143817738E0,3.609572887E0,2.520240545E0,7.198806763E0,8.438213534E0
3.145892487E0,3.580859184E0,2.496312141E0,7.165905476E0,8.390728698E0
3.147966594E0,3.546163082E0,2.491526604E0,7.089335442E0,8.309130786E0
3.150042307E0,3.517449379E0,2.481955290E0,7.066005230E0,8.274115186E0
3.152122507E0,3.502494097E0,2.477169752E0,7.013363361E0,8.221380694E0
3.154188598E0,3.477369547E0,2.510669231E0,6.946962357E0,8.164303090E0
3.156263265E0,3.424129248E0,2.511267424E0,6.856633186E0,8.065019766E0
3.158336343E0,3.404388428E0,2.506481647E0,6.814160824E0,8.019045987E0
3.160411092E0,3.374478102E0,2.516052961E0,6.737590313E0,7.944353227E0
3.162484344E0,3.355335474E0,2.520838737E0,6.714260101E0,7.917966456E0
3.164560761E0,3.345764160E0,2.539981127E0,6.699903488E0,7.907866254E0
3.166634217E0,3.321237803E0,2.550150633E0,6.647261143E0,7.856205795E0
3.168708862E0,3.325425386E0,2.550150633E0,6.604190350E0,7.821576083E0
3.170782420E0,3.311068296E0,2.588435888E0,6.594619274E0,7.819985741E0
3.172857086E0,3.263211966E0,2.602792740E0,6.600003242E0,7.809169302E0
3.174932160E0,3.239283562E0,2.636292458E0,6.585646152E0,7.798315918E0
3.177005392E0,3.214757204E0,2.641077995E0,6.556932449E0,7.765521232E0
3.179079885E0,3.200400352E0,2.684148788E0,6.547360897E0,7.766283014E0
3.181154582E0,3.176471949E0,2.703291416E0,6.524031162E0,7.743432128E0
3.183225394E0,3.152543783E0,2.722434044E0,6.533602238E0,7.748428075E0
3.185291851E0,3.095116138E0,2.775076151E0,6.538387775E0,7.747987239E0
3.187376272E0,3.066402197E0,2.799004316E0,6.524629116E0,7.733565329E0
3.189451009E0,3.004188776E0,2.822932482E0,6.553342819E0,7.742118580E0
3.191528595E0,2.975475073E0,2.822932482E0,6.544369698E0,7.723417278E0
3.193596589E0,2.937189817E0,2.837887764E0,6.506682873E0,7.682292170E0
3.195663199E0,2.888735056E0,2.833101988E0,6.487540245E0,7.645877028E0
3.197748598E0,2.864208698E0,2.823530674E0,6.440282345E0,7.592973964E0
3.199821940E0,2.821137905E0,2.813959360E0,6.407381058E0,7.545311019E0
3.201898855E0,2.787040234E0,2.799602509E0,6.378666878E0,7.502850032E0
3.203970053E0,2.739183664E0,2.780459881E0,6.355337143E0,7.458176352E0
3.206045157E0,2.714657307E0,2.775674343E0,6.332006931E0,7.427519379E0
3.208121297E0,2.666800737E0,2.770888567E0,6.318248272E0,7.396614824E0
3.210193075E0,2.623131752E0,2.756531715E0,6.304489613E0,7.363822144E0
3.212267641E0,2.570489645E0,2.776272535E0,6.285346985E0,7.336258783E0
3.214341982E0,2.531606436E0,2.781058073E0,6.233303070E0,7.279930104E0
3.216413190E0,2.502294302E0,2.804986238E0,6.180660725E0,7.233947164E0
3.218477031E0,2.482553482E0,2.833700180E0,6.119045734E0,7.185794960E0
3.220551342E0,2.452643156E0,2.877369165E0,6.023332596E0,7.111627614E0
3.222625205E0,2.443071842E0,2.886940479E0,5.985645771E0,7.080323485E0
3.224700939E0,2.408974171E0,2.934797049E0,5.928217888E0,7.039883351E0
3.226776532E0,2.408375978E0,2.982653379E0,5.866004944E0,7.007603730E0
3.228851116E0,2.359921217E0,3.016152859E0,5.818746567E0,6.965932660E0
3.230926556E0,2.359323025E0,3.078964472E0,5.794219971E0,6.972762180E0
3.232999534E0,2.325823545E0,3.169891834E0,5.760720730E0,6.974494443E0
3.235073519E0,2.306082726E0,3.236890793E0,5.684748173E0,6.936269987E0
3.237146151E0,2.281556368E0,3.308675528E0,5.646463394E0,6.930756241E0
3.239218619E0,2.276172638E0,3.371487141E0,5.584249973E0,6.908815758E0
3.241305299E0,2.246860504E0,3.448057413E0,5.512465000E0,6.879298833E0
3.243370506E0,2.227119684E0,3.510270834E0,5.459823132E0,6.862341586E0
3.245446393E0,2.236092806E0,3.586841106E0,5.392824173E0,6.851867827E0
3.247517703E0,2.201995134E0,3.683152199E0,5.354538918E0,6.861886017E0
3.249593070E0,2.187638044E0,3.750151396E0,5.325825214E0,6.871230597E0
3.251667655E0,2.149353027E0,3.841078520E0,5.306682587E0,6.894525561E0
3.253741162E0,2.129612207E0,3.936791420E0,5.263013363E0,6.908898935E0
3.255816043E0,2.081755638E0,4.008575916E0,5.254040241E0,6.928731938E0
3.257890668E0,2.038684845E0,4.095315933E0,5.230112076E0,6.948519325E0
3.259964072E0,1.999801517E0,4.162314892E0,5.172684193E0,6.934027194E0
3.262042106E0,1.989632010E0,4.191029072E0,5.139184952E0,6.923480497E0
3.264127546E0,1.969891191E0,4.191029072E0,5.096712112E0,6.886339401E0
3.266188215E0,1.926820397E0,4.200600147E0,5.063810825E0,6.855644282E0
3.268261059E0,1.916650891E0,4.191029072E0,5.044668198E0,6.832785124E0
3.270332054E0,1.883151412E0,4.210769653E0,5.001597404E0,6.803882488E0
3.272409915E0,1.868196249E0,4.162913322E0,4.949553490E0,6.731870788E0
3.274486087E0,1.872383714E0,4.143770695E0,4.925625324E0,6.703614038E0
3.276558088E0,1.857428551E0,4.110270977E0,4.892724037E0,6.654556096E0
3.278635327E0,1.847857237E0,4.086342812E0,4.859224796E0,6.612476054E0
3.280720096E0,1.852044702E0,4.067200184E0,4.816154003E0,6.570199867E0
3.282795403E0,1.841875196E0,4.062414646E0,4.778466702E0,6.536777571E0
3.284874607E0,1.826920033E0,4.033700943E0,4.744967461E0,6.490230836E0
3.286938734E0,1.827518344E0,4.014558315E0,4.764110088E0,6.492553173E0
3.289011121E0,1.812563181E0,4.009772778E0,4.735994339E0,6.464774195E0
3.291087547E0,1.803590059E0,4.004986763E0,4.759922504E0,6.476860221E0
3.293162509E0,1.789831281E0,3.995415688E0,4.817350388E0,6.509508990E0
3.295238092E0,1.799402595E0,3.966701746E0,4.826921463E0,6.501672342E0
3.297311711E0,1.814357758E0,3.947559118E0,4.883750916E0,6.536523546E0
3.299385094E0,1.819741607E0,3.933202267E0,4.936393261E0,6.568829273E0
3.301459160E0,1.795813441E0,3.937389612E0,4.965106964E0,6.586370020E0
3.303533064E0,1.801197290E0,3.946960926E0,4.993820667E0,6.615214062E0
3.305607028E0,1.805982947E0,3.946960926E0,5.017749310E0,6.634597432E0
3.307681156E0,1.773081541E0,3.961317778E0,5.046463013E0,6.656023259E0
3.309748274E0,1.763510346E0,3.990031719E0,5.060820103E0,6.681483516E0
3.311831028E0,1.763510346E0,3.999603033E0,5.070391178E0,6.694449930E0
3.313905480E0,1.725823283E0,4.009174347E0,5.090131760E0,6.705325218E0
3.315978357E0,1.706680775E0,4.042674065E0,5.123033047E0,6.745475555E0
3.318042678E0,1.678565025E0,4.061816216E0,5.137988567E0,6.761276361E0
3.320127211E0,1.640279889E0,4.138386726E0,5.166702271E0,6.819939528E0
3.322201898E0,1.611566067E0,4.181457520E0,5.152345181E0,6.828498593E0
3.324279545E0,1.587637782E0,4.243670940E0,5.142774105E0,6.854010671E0
3.326347427E0,1.563709617E0,4.277170658E0,5.152345181E0,6.876484383E0
3.328414035E0,1.539781332E0,4.320241451E0,5.137988567E0,6.887259198E0
3.330499403E0,1.530808330E0,4.353740692E0,5.161916733E0,6.924147349E0
3.332572849E0,1.497308731E0,4.377668858E0,5.176273346E0,6.942602092E0
3.334645299E0,1.473978758E0,4.396811485E0,5.214558601E0,6.978265259E0
3.336700546E0,1.473978758E0,4.439882278E0,5.204987526E0,6.998361463E0
3.338785730E0,1.463809252E0,4.478167534E0,5.185844898E0,7.006404877E0
3.340871932E0,1.449452281E0,4.540979385E0,5.166702271E0,7.029666994E0
3.342948511E0,1.449452281E0,4.584050179E0,5.137988567E0,7.036572637E0
3.345021052E0,1.439282775E0,4.607978344E0,5.090131760E0,7.015300468E0
3.347092127E0,1.433898926E0,4.646263599E0,5.042275429E0,7.004882088E0
3.349165531E0,1.429113269E0,4.655834675E0,5.042275429E0,7.010256968E0
3.351248865E0,1.443470240E0,4.651049137E0,5.018347263E0,6.992830161E0
3.353314967E0,1.447657704E0,4.679762840E0,4.980062008E0,6.985478557E0
3.355390426E0,1.437488198E0,4.665405750E0,4.946562767E0,6.949882470E0
3.357462672E0,1.432702541E0,4.704289436E0,4.936991215E0,6.968275104E0
3.359537907E0,1.451845169E0,4.747360229E0,4.927420139E0,6.994623133E0
3.361612249E0,1.441675663E0,4.780859470E0,4.889134884E0,6.988468066E0
3.363687200E0,1.456032634E0,4.804787636E0,4.859822750E0,6.987409564E0
3.365760533E0,1.465005636E0,4.804787636E0,4.812564373E0,6.956507858E0
3.367834773E0,1.474576950E0,4.809573650E0,4.788038254E0,6.944903613E0
3.369908727E0,1.454836130E0,4.809573650E0,4.755136967E0,6.918083148E0
3.371980962E0,1.469193101E0,4.790431023E0,4.755136967E0,6.907827830E0
3.374048304E0,1.478166223E0,4.790431023E0,4.731208801E0,6.893296852E0
3.376131750E0,1.502094388E0,4.790431023E0,4.716253281E0,6.888219069E0
3.378202296E0,1.502692580E0,4.809573650E0,4.740181446E0,6.918049135E0
3.380265202E0,1.517049551E0,4.800002098E0,4.740181446E0,6.914533941E0
3.382344213E0,1.512263894E0,4.785645485E0,4.749752998E0,6.910101181E0
3.384429947E0,1.507478237E0,4.785645485E0,4.778466702E0,6.928826550E0
3.386506649E0,1.493719578E0,4.800002098E0,4.821537495E0,6.965518081E0
3.388579951E0,1.484746456E0,4.804787636E0,4.845465660E0,6.983480058E0
3.390652105E0,1.465603828E0,4.795216560E0,4.874179840E0,6.992833872E0
3.392724411E0,1.456032634E0,4.814359188E0,4.878965378E0,7.007309654E0
3.394795396E0,1.461416483E0,4.800002098E0,4.893322468E0,7.008592088E0
3.396874854E0,1.447059512E0,4.823930264E0,4.893322468E0,7.022028852E0
3.398948299E0,1.452443361E0,4.804787636E0,4.945964336E0,7.046853139E0
3.401023657E0,1.414158225E0,4.809573650E0,4.960919380E0,7.052840795E0
3.403096441E0,1.424327731E0,4.794618607E0,5.022534847E0,7.088224980E0
3.405168860E0,1.424327731E0,4.785047054E0,5.056034088E0,7.105551738E0
3.407236854E0,1.434497118E0,4.756333351E0,5.084748268E0,7.108808190E0
3.409319616E0,1.411167145E0,4.756333351E0,5.123033047E0,7.131589392E0
3.411393927E0,1.420738459E0,4.746761799E0,5.161318302E0,7.154680423E0
3.413471044E0,1.421336651E0,4.751547337E0,5.204389095E0,7.189093533E0
3.415540808E0,1.441077471E0,4.750949383E0,5.252245903E0,7.227330859E0
3.417611244E0,1.441675663E0,4.746163845E0,5.309075356E0,7.265726467E0
3.419690599E0,1.466202021E0,4.722235680E0,5.380859852E0,7.307729533E0
3.421765387E0,1.471585870E0,4.736592293E0,5.423930645E0,7.349822798E0
3.423841417E0,1.463211060E0,4.707878590E0,5.519045353E0,7.400335737E0
3.425915931E0,1.459023595E0,4.716851711E0,5.586044312E0,7.455288792E0
3.427998410E0,1.473978758E0,4.712066174E0,5.629115105E0,7.487530826E0
3.430062801E0,1.460219979E0,4.712066174E0,5.681757450E0,7.524505149E0
3.432136003E0,1.470389485E0,4.750350952E0,5.738586903E0,7.593369413E0
3.434207547E0,1.475175142E0,4.779065132E0,5.752943993E0,7.623120740E0
3.436284166E0,1.456630826E0,4.783850670E0,5.796014786E0,7.655115152E0
3.438356390E0,1.462014675E0,4.812564373E0,5.829514027E0,7.699447808E0
3.440423825E0,1.485942841E0,4.831707001E0,5.828916073E0,7.715548020E0
3.442507148E0,1.486541033E0,4.845465660E0,5.876772404E0,7.760463620E0
3.444581652E0,1.491924882E0,4.859822750E0,5.905486107E0,7.792206566E0
3.446659523E0,1.491924882E0,4.869394302E0,5.928816319E0,7.815862311E0
3.448728461E0,1.473380566E0,4.883750916E0,5.957530022E0,7.843088502E0
3.450787635E0,1.473380566E0,4.912465096E0,5.986244202E0,7.882783978E0
3.452878140E0,1.449452281E0,4.931607246E0,5.976672649E0,7.883037353E0
3.454952166E0,1.425524116E0,4.998606682E0,5.952744484E0,7.902743489E0
3.457031930E0,1.392024517E0,5.027320385E0,5.953342915E0,7.915426354E0
3.459100949E0,1.372283816E0,5.070989609E0,5.915057659E0,7.911131752E0
3.461175504E0,1.352542996E0,5.104488850E0,5.881557941E0,7.904296477E0
3.463250658E0,1.338186026E0,5.090131760E0,5.843871117E0,7.864541487E0
3.465323860E0,1.308874011E0,5.094917774E0,5.781657696E0,7.816578792E0
3.467398008E0,1.313061476E0,5.056632519E0,5.734399319E0,7.757383477E0
3.469471850E0,1.302891970E0,5.013561726E0,5.691328526E0,7.695748765E0
3.471544319E0,1.297508121E0,4.970490932E0,5.672185898E0,7.652646620E0
